l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
1300100,8,6,5,19.0,17438.2,0.02,0.14,N,F,2026-01-16,2026-01-17,2026-01-20,NONE,AIR,Customer dock appointment confirmed before receipt.
1300101,22,5,1,7.0,1310.82,0.05,0.21,N,O,2026-01-29,2026-01-30,2026-02-10,TAKE BACK RETURN,AIR,Line remains in transit at January month-end.
1300101,9,8,2,24.0,11208.96,0.06,0.21,N,O,2026-01-29,2026-01-28,2026-02-11,NONE,AIR,Ocean-leg delivery extends beyond January close.
1300101,39,11,3,25.0,20402.25,0.03,0.21,N,O,2026-01-29,2026-01-29,2026-02-08,TAKE BACK RETURN,TRUCK,Receipt expected in early February after dispatch.
1300101,18,14,4,3.0,2328.75,0.0,0.21,N,O,2026-01-30,2026-01-30,2026-02-11,NONE,TRUCK,Receipt expected in early February after dispatch.
1300101,11,9,5,12.0,8724.96,0.08,0.21,N,O,2026-01-30,2026-01-30,2026-02-11,DELIVER IN PERSON,SHIP,Line remains in transit at January month-end.
1300102,25,8,1,11.0,2516.91,0.02,0.21,N,O,2026-01-28,2026-01-28,2026-02-04,DELIVER IN PERSON,MAIL,Line remains in transit at January month-end.
1300102,30,12,2,15.0,1404.0,0.03,0.21,N,O,2026-01-28,2026-01-29,2026-02-10,TAKE BACK RETURN,RAIL,Line remains in transit at January month-end.
1300102,11,16,3,19.0,13814.52,0.08,0.21,N,O,2026-01-28,2026-01-28,2026-02-09,DELIVER IN PERSON,AIR,Line remains in transit at January month-end.
1300102,34,14,4,11.0,6784.58,0.02,0.21,N,F,2026-01-30,2026-01-28,2026-01-31,DELIVER IN PERSON,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300102,39,5,5,16.0,13057.44,0.05,0.21,N,F,2026-01-31,2026-01-30,2026-01-31,TAKE BACK RETURN,SHIP,Customer dock appointment confirmed before receipt.
1300103,32,6,1,14.0,9904.02,0.02,0.21,N,F,2026-01-06,2026-01-04,2026-01-10,NONE,SHIP,Packed for standard replenishment and received on schedule.
1300103,7,11,2,31.0,6588.12,0.05,0.21,N,F,2026-01-04,2026-01-05,2026-01-08,NONE,RAIL,Packed for standard replenishment and received on schedule.
1300103,9,8,3,14.0,6538.56,0.03,0.21,N,F,2026-01-05,2026-01-03,2026-01-13,TAKE BACK RETURN,RAIL,Customer dock appointment confirmed before receipt.
1300103,5,3,4,9.0,2112.93,0.08,0.21,N,F,2026-01-06,2026-01-03,2026-01-08,DELIVER IN PERSON,RAIL,Delivered within January service window.
1300103,28,9,5,13.0,11582.48,0.02,0.21,N,F,2026-01-06,2026-01-06,2026-01-12,DELIVER IN PERSON,MAIL,Delivered within January service window.
1300104,40,8,1,5.0,4574.65,0.03,0.16,N,F,2026-01-12,2026-01-11,2026-01-14,NONE,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300104,6,12,2,7.0,962.78,0.05,0.16,N,F,2026-01-13,2026-01-11,2026-01-20,NONE,SHIP,Customer dock appointment confirmed before receipt.
1300104,43,16,3,15.0,2186.25,0.06,0.16,A,F,2026-01-13,2026-01-13,2026-01-16,NONE,TRUCK,Delivered within January service window.
1300104,26,3,4,12.0,4468.8,0.05,0.16,N,F,2026-01-12,2026-01-13,2026-01-20,TAKE BACK RETURN,SHIP,Delivered within January service window.
1300104,41,4,5,6.0,3677.1,0.06,0.16,R,F,2026-01-12,2026-01-12,2026-01-17,TAKE BACK RETURN,TRUCK,Packed for standard replenishment and received on schedule.
1300105,41,4,1,12.0,7354.2,0.05,0.16,R,F,2026-01-23,2026-01-24,2026-01-26,TAKE BACK RETURN,SHIP,Packed for standard replenishment and received on schedule.
1300105,23,9,2,2.0,780.02,0.06,0.16,N,O,2026-01-24,2026-01-24,2026-02-05,TAKE BACK RETURN,SHIP,Receipt expected in early February after dispatch.
1300105,22,3,3,4.0,749.04,0.05,0.16,R,F,2026-01-23,2026-01-22,2026-01-30,NONE,SHIP,Customer dock appointment confirmed before receipt.
1300105,43,16,4,14.0,2040.5,0.0,0.16,N,O,2026-01-25,2026-01-25,2026-02-02,NONE,RAIL,Customer requested deferred receipt into next month.
1300105,26,3,5,2.0,744.8,0.08,0.16,N,F,2026-01-25,2026-01-24,2026-01-27,DELIVER IN PERSON,AIR,Cross-border paperwork pre-cleared for timely receipt.
1300106,2,11,1,4.0,1316.44,0.08,0.16,R,F,2026-01-29,2026-01-29,2026-01-31,TAKE BACK RETURN,RAIL,Cross-border paperwork pre-cleared for timely receipt.
1300106,3,3,2,13.0,1017.25,0.0,0.16,N,O,2026-01-29,2026-01-29,2026-02-04,TAKE BACK RETURN,SHIP,Receipt expected in early February after dispatch.
1300106,4,14,3,14.0,4356.94,0.05,0.16,N,O,2026-01-28,2026-01-27,2026-02-11,NONE,RAIL,Receipt expected in early February after dispatch.
1300106,22,3,4,3.0,561.78,0.05,0.16,N,O,2026-01-28,2026-01-28,2026-02-04,NONE,AIR,Ocean-leg delivery extends beyond January close.
1300106,10,8,5,8.0,1895.6,0.06,0.16,N,O,2026-01-28,2026-01-28,2026-02-11,TAKE BACK RETURN,SHIP,Customer requested deferred receipt into next month.
1300107,23,6,1,2.0,780.02,0.03,0.21,N,F,2026-01-29,2026-01-28,2026-01-31,TAKE BACK RETURN,SHIP,Packed for standard replenishment and received on schedule.
1300107,30,12,2,19.0,1778.4,0.0,0.21,N,O,2026-01-29,2026-01-28,2026-02-04,DELIVER IN PERSON,RAIL,Customer requested deferred receipt into next month.
1300107,43,6,3,11.0,1603.25,0.02,0.21,N,O,2026-02-01,2026-01-30,2026-02-13,DELIVER IN PERSON,SHIP,Receipt expected in early February after dispatch.
1300107,42,16,4,33.0,16110.6,0.05,0.21,N,O,2026-02-01,2026-01-29,2026-02-15,NONE,TRUCK,Ocean-leg delivery extends beyond January close.
1300107,26,6,5,11.0,4096.4,0.03,0.21,N,O,2026-01-31,2026-01-29,2026-02-09,NONE,RAIL,Customer requested deferred receipt into next month.
1300108,37,16,1,3.0,823.17,0.0,0.18,N,O,2026-02-02,2026-02-02,2026-02-11,NONE,RAIL,Ocean-leg delivery extends beyond January close.
1300108,32,6,2,13.0,9196.59,0.05,0.18,N,F,2026-02-02,2026-01-31,2026-01-31,TAKE BACK RETURN,AIR,Packed for standard replenishment and received on schedule.
1300108,30,5,3,7.0,655.2,0.0,0.18,N,F,2026-01-31,2026-01-31,2026-01-31,DELIVER IN PERSON,AIR,Packed for standard replenishment and received on schedule.
1300108,25,10,4,8.0,1830.48,0.05,0.18,N,O,2026-02-01,2026-01-30,2026-02-10,NONE,RAIL,Customer requested deferred receipt into next month.
1300108,23,6,5,11.0,4290.11,0.05,0.18,N,O,2026-02-02,2026-01-31,2026-02-14,TAKE BACK RETURN,AIR,Ocean-leg delivery extends beyond January close.
1300109,36,3,1,7.0,192.71,0.03,0.14,N,O,2026-01-25,2026-01-23,2026-02-07,DELIVER IN PERSON,SHIP,Line remains in transit at January month-end.
1300109,34,14,2,2.0,1233.56,0.05,0.14,N,O,2026-01-26,2026-01-26,2026-02-03,NONE,AIR,Customer requested deferred receipt into next month.
1300109,21,1,3,22.0,16676.44,0.1,0.14,N,F,2026-01-25,2026-01-26,2026-01-29,DELIVER IN PERSON,SHIP,Delivered within January service window.
1300109,37,2,4,7.0,1920.73,0.05,0.14,N,O,2026-01-26,2026-01-26,2026-02-08,NONE,MAIL,Ocean-leg delivery extends beyond January close.
1300109,15,3,5,3.0,1425.21,0.08,0.14,R,F,2026-01-26,2026-01-24,2026-01-30,TAKE BACK RETURN,TRUCK,Delivered within January service window.
1300110,2,11,1,15.0,4936.65,0.0,0.18,N,F,2026-01-08,2026-01-07,2026-01-12,DELIVER IN PERSON,SHIP,Delivered within January service window.
1300110,9,8,2,34.0,15879.36,0.06,0.18,A,F,2026-01-07,2026-01-06,2026-01-13,NONE,RAIL,Delivered within January service window.
1300110,31,5,3,11.0,3817.77,0.06,0.18,N,F,2026-01-07,2026-01-07,2026-01-13,DELIVER IN PERSON,AIR,Delivered within January service window.
1300110,29,8,4,1.0,391.99,0.02,0.18,N,F,2026-01-09,2026-01-09,2026-01-16,NONE,MAIL,Packed for standard replenishment and received on schedule.
1300110,40,8,5,3.0,2744.79,0.0,0.18,N,F,2026-01-09,2026-01-08,2026-01-12,TAKE BACK RETURN,RAIL,Packed for standard replenishment and received on schedule.
